Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
AI Engineer,Technology,Active,High,142699,Master,2,8189,13520,96,14,Pune,41
Software Engineer,Technology,Active,High,130999,Bachelor,0,11828,17983,48,30,Ahmedabad,37
Cashier,Retail,Declining,Moderate,34065,High School,0,9228,9580,54,80,Jaipur,48
Doctor,Healthcare,Stable,Low,161676,Doctorate,8,10844,16981,42,21,Mumbai,29
Accountant,Finance,Active,Moderate,77825,Bachelor,2,10807,12792,7,80,Chennai,53
Research Scientist,Research,Active,Low,133950,Doctorate,9,4944,5029,5,5,Chennai,65
Doctor,Healthcare,Stable,Low,189709,Doctorate,7,8913,21315,35,11,Hyderabad,40
Cashier,Retail,Declining,Moderate,28735,High School,2,5811,4248,37,95,Hyderabad,48
Doctor,Healthcare,Stable,Low,144617,Doctorate,6,3633,3154,46,4,Pune,33
Accountant,Finance,Active,Moderate,70989,Bachelor,4,3643,3935,32,75,Pune,46
Teacher,Education,Stable,Low,61350,Master,6,11577,14868,33,29,Kolkata,41
Accountant,Finance,Active,Moderate,86591,Bachelor,3,4823,4297,9,71,Noida,47
Customer Support Executive,Services,Declining,Moderate,48339,Bachelor,2,11472,9460,60,91,Hyderabad,64
Mechanical Engineer,Manufacturing,Stable,Moderate,81794,Bachelor,2,10544,11422,17,42,Delhi,30
Mechanical Engineer,Manufacturing,Stable,Moderate,103555,Bachelor,4,13114,20587,38,33,Chennai,56
Cybersecurity Analyst,Technology,Active,Moderate,104068,Bachelor,6,11757,17766,62,36,Pune,21
Factory Worker,Manufacturing,Declining,High,49617,High School,2,9392,9020,0,99,Jaipur,55
Cashier,Retail,Declining,Moderate,31368,High School,1,3849,4256,0,93,Ahmedabad,60
Doctor,Healthcare,Stable,Low,204107,Doctorate,9,9021,20476,51,10,Delhi,18
Software Engineer,Technology,Active,High,89266,Bachelor,4,12371,23326,57,43,Chennai,69
Nurse,Healthcare,Stable,Low,76026,Bachelor,3,4547,5211,29,14,Hyderabad,53
Doctor,Healthcare,Stable,Low,198372,Doctorate,7,13442,31514,13,9,Pune,31
AI Engineer,Technology,Active,High,152672,Master,4,11108,16385,70,27,Ahmedabad,27
Cashier,Retail,Declining,Moderate,30420,High School,0,4524,5087,42,86,Kolkata,83
Graphic Designer,Media,Active,Moderate,50661,Bachelor,1,12248,9356,21,37,Chennai,62
Research Scientist,Research,Active,Low,144453,Doctorate,8,9809,7819,55,10,Ahmedabad,22
Teacher,Education,Stable,Low,54314,Master,3,6093,4323,9,18,Delhi,40
Accountant,Finance,Active,Moderate,68473,Bachelor,3,10428,9837,29,78,Mumbai,50
Accountant,Finance,Active,Moderate,80121,Bachelor,0,2538,2544,31,82,Kolkata,49
HR Manager,Corporate,Active,Moderate,90627,MBA,4,9522,7107,15,26,Kolkata,23
Data Scientist,Technology,Active,High,129184,Master,0,1590,1198,56,24,Hyderabad,55
Mechanical Engineer,Manufacturing,Stable,Moderate,98217,Bachelor,1,4674,4966,48,48,Ahmedabad,37
Graphic Designer,Media,Active,Moderate,61724,Bachelor,1,9521,7713,45,42,Noida,36
HR Manager,Corporate,Active,Moderate,79811,MBA,3,5039,4897,59,24,Jaipur,71
Doctor,Healthcare,Stable,Low,168613,Doctorate,5,7389,10921,59,10,Hyderabad,78
Accountant,Finance,Active,Moderate,65923,Bachelor,3,1335,1541,22,65,Kolkata,11
Nurse,Healthcare,Stable,Low,84068,Bachelor,2,8520,9136,5,16,Noida,33
Software Engineer,Technology,Active,High,125160,Bachelor,2,8304,14608,59,46,Kolkata,31
Customer Support Executive,Services,Declining,Moderate,42314,Bachelor,0,5630,6524,65,83,Mumbai,73
AI Engineer,Technology,Active,High,115616,Master,5,3467,5611,27,4,Mumbai,14
Cashier,Retail,Declining,Moderate,27120,High School,2,12953,13040,15,99,Bengaluru,49
Data Scientist,Technology,Active,High,125143,Master,3,14380,25977,73,39,Mumbai,76
Accountant,Finance,Active,Moderate,70160,Bachelor,3,2260,2693,18,86,Jaipur,23
Teacher,Education,Stable,Low,53740,Master,2,4897,5579,0,17,Delhi,59
Mechanical Engineer,Manufacturing,Stable,Moderate,103503,Bachelor,5,2071,3507,40,24,Kolkata,60
Cybersecurity Analyst,Technology,Active,Moderate,89395,Bachelor,4,1154,1429,76,30,Noida,91
Data Scientist,Technology,Active,High,102832,Master,5,661,1104,60,15,Mumbai,51
Cashier,Retail,Declining,Moderate,33081,High School,0,10729,8245,21,90,Chennai,22
Accountant,Finance,Active,Moderate,74266,Bachelor,1,7541,8917,27,73,Hyderabad,39
Cybersecurity Analyst,Technology,Active,Moderate,101613,Bachelor,4,4111,6128,52,30,Noida,37
Doctor,Healthcare,Stable,Low,185875,Doctorate,6,9848,13261,16,17,Chennai,32
Research Scientist,Research,Active,Low,145307,Doctorate,6,9554,16527,17,9,Pune,67
HR Manager,Corporate,Active,Moderate,88011,MBA,6,4372,5871,25,30,Delhi,19
Data Scientist,Technology,Active,High,132599,Master,4,9571,18813,54,14,Noida,20
Cashier,Retail,Declining,Moderate,30998,High School,2,12990,14883,25,91,Hyderabad,62
AI Engineer,Technology,Active,High,159149,Master,5,13700,14670,81,20,Kolkata,64
Cybersecurity Analyst,Technology,Active,Moderate,84377,Bachelor,4,9375,13458,44,29,Noida,20
Data Scientist,Technology,Active,High,127449,Master,5,3127,5751,94,17,Mumbai,39
Doctor,Healthcare,Stable,Low,189237,Doctorate,6,12631,12946,30,12,Noida,44
Accountant,Finance,Active,Moderate,79098,Bachelor,3,13763,21242,50,63,Ahmedabad,63
Software Engineer,Technology,Active,High,82589,Bachelor,1,2067,1758,100,18,Hyderabad,59
HR Manager,Corporate,Active,Moderate,77818,MBA,4,7158,11666,17,39,Hyderabad,54
Cybersecurity Analyst,Technology,Active,Moderate,107168,Bachelor,2,8028,9455,34,36,Noida,18
AI Engineer,Technology,Active,High,155295,Master,5,3343,2833,51,24,Hyderabad,52
Accountant,Finance,Active,Moderate,64769,Bachelor,4,2259,1911,19,83,Bengaluru,29
Cybersecurity Analyst,Technology,Active,Moderate,99293,Bachelor,2,11496,8767,74,22,Chennai,48
Customer Support Executive,Services,Declining,Moderate,37475,Bachelor,0,9996,9360,14,77,Noida,38
HR Manager,Corporate,Active,Moderate,88626,MBA,5,6835,8711,53,27,Ahmedabad,47
Cybersecurity Analyst,Technology,Active,Moderate,81829,Bachelor,2,4304,5483,76,19,Mumbai,65
HR Manager,Corporate,Active,Moderate,80901,MBA,4,1843,2965,46,37,Kolkata,45
Factory Worker,Manufacturing,Declining,High,43862,High School,2,7776,8341,16,84,Ahmedabad,56
AI Engineer,Technology,Active,High,133459,Master,6,12610,10353,100,12,Kolkata,55
HR Manager,Corporate,Active,Moderate,93510,MBA,5,10577,8767,27,30,Kolkata,30
Data Scientist,Technology,Active,High,160653,Master,2,9368,13582,63,28,Chennai,50
Cybersecurity Analyst,Technology,Active,Moderate,82703,Bachelor,1,14947,11996,64,45,Ahmedabad,30
Customer Support Executive,Services,Declining,Moderate,46213,Bachelor,2,13436,13793,42,64,Jaipur,8
Cashier,Retail,Declining,Moderate,31227,High School,0,5776,6080,18,88,Bengaluru,45
Graphic Designer,Media,Active,Moderate,53587,Bachelor,3,8815,8879,49,31,Noida,42
Customer Support Executive,Services,Declining,Moderate,38037,Bachelor,4,14233,17823,9,87,Ahmedabad,59
Doctor,Healthcare,Stable,Low,176368,Doctorate,7,3866,7355,17,10,Pune,46
AI Engineer,Technology,Active,High,143782,Master,1,12025,12328,57,15,Mumbai,47
Doctor,Healthcare,Stable,Low,222418,Doctorate,9,14212,31447,19,10,Kolkata,55
AI Engineer,Technology,Active,High,163849,Master,3,13411,19412,63,7,Kolkata,54
Cybersecurity Analyst,Technology,Active,Moderate,106963,Bachelor,4,4070,3520,63,31,Pune,49
Cashier,Retail,Declining,Moderate,30255,High School,0,7137,5277,49,86,Chennai,58
Cybersecurity Analyst,Technology,Active,Moderate,83496,Bachelor,2,12213,18340,53,22,Chennai,9
Research Scientist,Research,Active,Low,177023,Doctorate,7,4282,3945,19,1,Kolkata,38
Doctor,Healthcare,Stable,Low,172467,Doctorate,9,14880,31170,41,8,Ahmedabad,29
Data Scientist,Technology,Active,High,130394,Master,3,11747,10554,87,24,Noida,67
Cybersecurity Analyst,Technology,Active,Moderate,82013,Bachelor,2,11075,16286,56,30,Mumbai,38
Graphic Designer,Media,Active,Moderate,62480,Bachelor,1,12182,10804,38,26,Bengaluru,47
Customer Support Executive,Services,Declining,Moderate,41716,Bachelor,1,9866,11720,48,77,Pune,54
Cashier,Retail,Declining,Moderate,25000,High School,2,6741,6096,22,96,Bengaluru,19
Graphic Designer,Media,Active,Moderate,66915,Bachelor,5,7648,10283,59,32,Ahmedabad,21
Research Scientist,Research,Active,Low,146147,Doctorate,7,7449,11254,44,8,Mumbai,52
Customer Support Executive,Services,Declining,Moderate,37288,Bachelor,2,4676,3275,22,96,Pune,36
Cybersecurity Analyst,Technology,Active,Moderate,102724,Bachelor,3,4909,6212,66,18,Pune,23
Research Scientist,Research,Active,Low,159741,Doctorate,6,4757,3930,9,10,Ahmedabad,32
AI Engineer,Technology,Active,High,121835,Master,4,3261,6687,13,16,Hyderabad,61
HR Manager,Corporate,Active,Moderate,93544,MBA,4,10092,14666,45,35,Jaipur,70
Doctor,Healthcare,Stable,Low,192988,Doctorate,8,9198,19909,62,8,Hyderabad,59
HR Manager,Corporate,Active,Moderate,83179,MBA,5,1094,1158,4,30,Kolkata,69
Cashier,Retail,Declining,Moderate,31564,High School,2,1286,1375,19,75,Hyderabad,50
Software Engineer,Technology,Active,High,106598,Bachelor,4,12085,13892,81,36,Delhi,77
Software Engineer,Technology,Active,High,110853,Bachelor,0,10583,8982,65,26,Jaipur,47
Data Scientist,Technology,Active,High,79727,Master,3,4602,5303,92,32,Mumbai,22
Teacher,Education,Stable,Low,46587,Master,6,4680,5966,71,33,Ahmedabad,30
AI Engineer,Technology,Active,High,159122,Master,4,5303,10999,55,8,Delhi,33
HR Manager,Corporate,Active,Moderate,84053,MBA,6,7641,7856,49,51,Chennai,28
HR Manager,Corporate,Active,Moderate,87013,MBA,4,3547,4257,60,38,Hyderabad,33
Customer Support Executive,Services,Declining,Moderate,41352,Bachelor,2,5605,6728,58,73,Delhi,31
Teacher,Education,Stable,Low,52428,Master,6,1594,1849,74,35,Hyderabad,41
HR Manager,Corporate,Active,Moderate,80685,MBA,4,2011,3131,21,42,Noida,35
Data Scientist,Technology,Active,High,136121,Master,3,9881,12305,94,12,Delhi,7
Accountant,Finance,Active,Moderate,71389,Bachelor,3,9477,6925,12,71,Ahmedabad,12
Customer Support Executive,Services,Declining,Moderate,36879,Bachelor,2,3251,4004,8,89,Hyderabad,28
Data Scientist,Technology,Active,High,136786,Master,2,13733,17102,66,26,Hyderabad,27
Doctor,Healthcare,Stable,Low,158452,Doctorate,8,12174,16652,38,10,Mumbai,51
Software Engineer,Technology,Active,High,130242,Bachelor,3,13162,20915,100,46,Mumbai,70
Accountant,Finance,Active,Moderate,68802,Bachelor,1,13890,20958,28,66,Delhi,54
Teacher,Education,Stable,Low,47948,Master,5,2533,3517,40,6,Ahmedabad,21
Teacher,Education,Stable,Low,69248,Master,6,12965,11712,65,14,Pune,52
Factory Worker,Manufacturing,Declining,High,35574,High School,0,3431,2898,72,81,Delhi,47
Teacher,Education,Stable,Low,46214,Master,4,3560,2845,38,28,Hyderabad,32
Mechanical Engineer,Manufacturing,Stable,Moderate,82039,Bachelor,4,643,817,23,56,Pune,53
HR Manager,Corporate,Active,Moderate,84096,MBA,6,3314,4449,47,43,Chennai,28
Teacher,Education,Stable,Low,52633,Master,6,13825,11776,47,4,Bengaluru,42
Teacher,Education,Stable,Low,50676,Master,3,8765,7802,2,14,Bengaluru,29
Customer Support Executive,Services,Declining,Moderate,40563,Bachelor,1,2711,2386,36,95,Delhi,45
Data Scientist,Technology,Active,High,93150,Master,4,8185,13123,87,13,Delhi,68
HR Manager,Corporate,Active,Moderate,89738,MBA,6,2667,2254,38,32,Hyderabad,34
HR Manager,Corporate,Active,Moderate,95870,MBA,3,10477,7731,6,30,Pune,52
Doctor,Healthcare,Stable,Low,217278,Doctorate,7,13331,27380,28,4,Chennai,20
Graphic Designer,Media,Active,Moderate,57332,Bachelor,3,4527,6899,27,46,Ahmedabad,65
AI Engineer,Technology,Active,High,172520,Master,6,12136,12259,74,9,Mumbai,50
Factory Worker,Manufacturing,Declining,High,56609,High School,1,4566,3230,60,76,Delhi,40
Nurse,Healthcare,Stable,Low,74291,Bachelor,5,10428,18969,38,1,Bengaluru,42
Software Engineer,Technology,Active,High,109376,Bachelor,5,6683,4839,79,32,Delhi,70
Data Scientist,Technology,Active,High,125832,Master,6,5205,4787,53,26,Ahmedabad,57
Teacher,Education,Stable,Low,69283,Master,4,13588,16441,57,32,Ahmedabad,94
Nurse,Healthcare,Stable,Low,87157,Bachelor,6,12857,22520,34,11,Kolkata,76
Teacher,Education,Stable,Low,52114,Master,2,9371,6629,22,26,Kolkata,51
Research Scientist,Research,Active,Low,123122,Doctorate,7,9102,13344,30,15,Ahmedabad,38
Nurse,Healthcare,Stable,Low,88489,Bachelor,2,9014,7591,52,10,Pune,73
Mechanical Engineer,Manufacturing,Stable,Moderate,99753,Bachelor,2,10420,7456,39,38,Noida,57
Factory Worker,Manufacturing,Declining,High,41242,High School,0,14223,13451,29,86,Kolkata,49
Mechanical Engineer,Manufacturing,Stable,Moderate,80318,Bachelor,5,4619,5375,31,46,Jaipur,45
Research Scientist,Research,Active,Low,199413,Doctorate,11,7179,8153,20,22,Delhi,21
Teacher,Education,Stable,Low,69263,Master,6,14556,15007,37,28,Ahmedabad,18
AI Engineer,Technology,Active,High,137758,Master,5,13686,16121,68,17,Bengaluru,62
Cybersecurity Analyst,Technology,Active,Moderate,105057,Bachelor,5,1702,2034,82,28,Noida,36
Cashier,Retail,Declining,Moderate,34884,High School,2,14294,11540,33,78,Chennai,57
Software Engineer,Technology,Active,High,115978,Bachelor,6,10402,14193,73,35,Kolkata,88
Customer Support Executive,Services,Declining,Moderate,37338,Bachelor,1,6659,5632,19,86,Chennai,38
Cashier,Retail,Declining,Moderate,34233,High School,2,891,728,30,81,Pune,48
Graphic Designer,Media,Active,Moderate,66415,Bachelor,2,3755,4655,39,34,Bengaluru,49
Cybersecurity Analyst,Technology,Active,Moderate,74526,Bachelor,3,7635,6759,47,21,Delhi,28
Graphic Designer,Media,Active,Moderate,64970,Bachelor,2,14675,18583,56,41,Noida,57
Mechanical Engineer,Manufacturing,Stable,Moderate,95872,Bachelor,7,12931,15234,42,32,Delhi,24
Nurse,Healthcare,Stable,Low,70771,Bachelor,2,13504,18812,36,1,Chennai,41
Customer Support Executive,Services,Declining,Moderate,43727,Bachelor,1,4505,5918,13,73,Delhi,17
Data Scientist,Technology,Active,High,118658,Master,2,4220,8242,82,18,Ahmedabad,49
Accountant,Finance,Active,Moderate,66974,Bachelor,1,8475,11017,71,79,Kolkata,24
Graphic Designer,Media,Active,Moderate,65859,Bachelor,3,12179,13628,20,40,Ahmedabad,45
Cashier,Retail,Declining,Moderate,29054,High School,0,14956,15151,58,95,Hyderabad,5
Graphic Designer,Media,Active,Moderate,64547,Bachelor,4,2636,1862,43,44,Kolkata,53
Data Scientist,Technology,Active,High,129169,Master,4,4520,6704,36,27,Delhi,37
Research Scientist,Research,Active,Low,157983,Doctorate,8,10986,18342,50,3,Mumbai,55
Accountant,Finance,Active,Moderate,73804,Bachelor,4,6628,5225,0,75,Bengaluru,66
Cashier,Retail,Declining,Moderate,26520,High School,1,8120,8371,29,94,Kolkata,75
Research Scientist,Research,Active,Low,165631,Doctorate,7,11205,21198,48,3,Kolkata,38
Software Engineer,Technology,Active,High,129723,Bachelor,3,10301,10743,82,30,Chennai,31
Cashier,Retail,Declining,Moderate,32329,High School,0,13952,16569,20,85,Jaipur,73
Teacher,Education,Stable,Low,58226,Master,3,8316,9807,40,20,Bengaluru,30
Research Scientist,Research,Active,Low,139966,Doctorate,6,14731,18212,0,18,Ahmedabad,43
Software Engineer,Technology,Active,High,119347,Bachelor,3,6275,5504,86,24,Pune,28
Cybersecurity Analyst,Technology,Active,Moderate,80157,Bachelor,4,5584,5870,86,22,Jaipur,47
AI Engineer,Technology,Active,High,110031,Master,5,681,881,15,11,Mumbai,51
AI Engineer,Technology,Active,High,138305,Master,2,12695,11723,29,1,Jaipur,40
Accountant,Finance,Active,Moderate,82138,Bachelor,0,1481,1496,43,74,Bengaluru,60
Teacher,Education,Stable,Low,55115,Master,4,4083,4186,64,35,Jaipur,60
Cashier,Retail,Declining,Moderate,29671,High School,1,895,970,57,84,Ahmedabad,42
Customer Support Executive,Services,Declining,Moderate,34545,Bachelor,1,5972,7172,16,85,Noida,25
Graphic Designer,Media,Active,Moderate,57965,Bachelor,2,6184,6480,25,33,Noida,50
Cashier,Retail,Declining,Moderate,28558,High School,0,5168,4729,51,89,Pune,67
Data Scientist,Technology,Active,High,112810,Master,5,13627,22379,100,5,Jaipur,25
Doctor,Healthcare,Stable,Low,227475,Doctorate,5,2520,6235,30,8,Ahmedabad,61
Mechanical Engineer,Manufacturing,Stable,Moderate,95410,Bachelor,2,8487,11228,24,25,Kolkata,32
Mechanical Engineer,Manufacturing,Stable,Moderate,93238,Bachelor,4,8920,10912,50,38,Bengaluru,41
Nurse,Healthcare,Stable,Low,90709,Bachelor,3,13268,16384,24,16,Jaipur,25
Factory Worker,Manufacturing,Declining,High,44899,High School,0,12770,13148,24,95,Noida,29
Teacher,Education,Stable,Low,66775,Master,7,1602,1470,11,27,Delhi,63
Research Scientist,Research,Active,Low,122684,Doctorate,6,14012,16520,32,4,Kolkata,35
Cashier,Retail,Declining,Moderate,31917,High School,0,11323,13933,8,99,Ahmedabad,39
Factory Worker,Manufacturing,Declining,High,44626,High School,1,12338,10754,34,97,Chennai,34
AI Engineer,Technology,Active,High,157830,Master,4,2829,4759,59,8,Hyderabad,35
Software Engineer,Technology,Active,High,116781,Bachelor,4,10606,15534,65,42,Kolkata,20
Accountant,Finance,Active,Moderate,66783,Bachelor,4,6961,8454,18,75,Hyderabad,25
Data Scientist,Technology,Active,High,138760,Master,2,1221,1995,94,24,Chennai,42
Data Scientist,Technology,Active,High,117854,Master,6,2678,3495,72,25,Hyderabad,26
Customer Support Executive,Services,Declining,Moderate,47608,Bachelor,4,9827,10482,31,84,Hyderabad,73
Customer Support Executive,Services,Declining,Moderate,37128,Bachelor,1,13598,9694,56,71,Delhi,71
Customer Support Executive,Services,Declining,Moderate,49172,Bachelor,0,9462,12495,47,81,Noida,56
Accountant,Finance,Active,Moderate,71134,Bachelor,1,3950,5774,43,59,Bengaluru,33
Software Engineer,Technology,Active,High,126702,Bachelor,1,3177,3500,68,29,Bengaluru,25
Accountant,Finance,Active,Moderate,69154,Bachelor,3,12415,12320,60,83,Ahmedabad,45
Mechanical Engineer,Manufacturing,Stable,Moderate,93629,Bachelor,3,1582,1377,59,24,Hyderabad,15
Graphic Designer,Media,Active,Moderate,78427,Bachelor,1,3213,3422,83,43,Ahmedabad,13
Software Engineer,Technology,Active,High,95281,Bachelor,1,1810,2844,64,36,Ahmedabad,42
Mechanical Engineer,Manufacturing,Stable,Moderate,97678,Bachelor,3,6115,10313,45,50,Noida,31
Factory Worker,Manufacturing,Declining,High,50148,High School,0,6596,7225,34,90,Ahmedabad,29
Accountant,Finance,Active,Moderate,59866,Bachelor,4,9954,15466,34,87,Jaipur,29
Teacher,Education,Stable,Low,58076,Master,6,13842,16432,34,29,Pune,46
Nurse,Healthcare,Stable,Low,90765,Bachelor,3,11394,18213,58,22,Pune,50
Teacher,Education,Stable,Low,42015,Master,2,3049,4074,52,20,Noida,41
Teacher,Education,Stable,Low,52343,Master,3,11683,16665,20,23,Chennai,48
Mechanical Engineer,Manufacturing,Stable,Moderate,75063,Bachelor,5,10229,15861,47,37,Hyderabad,64
Cybersecurity Analyst,Technology,Active,Moderate,101390,Bachelor,6,13851,10035,59,28,Bengaluru,16
Customer Support Executive,Services,Declining,Moderate,38172,Bachelor,1,8419,9431,21,82,Chennai,43
Cashier,Retail,Declining,Moderate,29097,High School,0,8836,7521,36,91,Chennai,31
Graphic Designer,Media,Active,Moderate,78037,Bachelor,4,12366,9666,27,39,Kolkata,56
Data Scientist,Technology,Active,High,103045,Master,5,10194,19523,37,19,Chennai,31
Mechanical Engineer,Manufacturing,Stable,Moderate,83583,Bachelor,3,14641,10909,31,37,Chennai,37
Software Engineer,Technology,Active,High,132346,Bachelor,0,14001,15215,100,35,Delhi,25
Teacher,Education,Stable,Low,61533,Master,8,4163,4085,56,33,Hyderabad,56
Research Scientist,Research,Active,Low,126219,Doctorate,6,4575,4056,13,5,Ahmedabad,48
Research Scientist,Research,Active,Low,149039,Doctorate,6,3010,2481,35,6,Mumbai,68
Factory Worker,Manufacturing,Declining,High,40219,High School,0,9383,12053,30,96,Jaipur,38
Cashier,Retail,Declining,Moderate,32610,High School,2,7260,6825,43,84,Kolkata,28
Customer Support Executive,Services,Declining,Moderate,45146,Bachelor,0,9782,12588,0,79,Pune,33
Accountant,Finance,Active,Moderate,77784,Bachelor,2,1829,1466,40,69,Hyderabad,49
AI Engineer,Technology,Active,High,141119,Master,3,10708,14768,77,15,Ahmedabad,66
Research Scientist,Research,Active,Low,169524,Doctorate,9,11360,8129,10,4,Mumbai,46
Mechanical Engineer,Manufacturing,Stable,Moderate,93542,Bachelor,1,5643,7719,11,25,Bengaluru,74
Customer Support Executive,Services,Declining,Moderate,39940,Bachelor,1,7150,5076,28,81,Kolkata,9
AI Engineer,Technology,Active,High,134525,Master,3,7286,15541,88,20,Ahmedabad,61
Data Scientist,Technology,Active,High,127747,Master,3,5968,8809,49,16,Pune,58
Software Engineer,Technology,Active,High,108326,Bachelor,0,5546,9435,100,18,Hyderabad,50
Graphic Designer,Media,Active,Moderate,54414,Bachelor,1,14903,23126,30,36,Ahmedabad,34
Research Scientist,Research,Active,Low,132978,Doctorate,4,6993,7366,21,19,Noida,37
Cybersecurity Analyst,Technology,Active,Moderate,90558,Bachelor,4,7140,9243,94,46,Kolkata,84
HR Manager,Corporate,Active,Moderate,78527,MBA,3,4352,5062,13,39,Chennai,54
Cybersecurity Analyst,Technology,Active,Moderate,100918,Bachelor,4,10503,11200,39,34,Delhi,35
Cashier,Retail,Declining,Moderate,30087,High School,1,3108,3737,51,99,Noida,16
Cashier,Retail,Declining,Moderate,29570,High School,0,10223,10312,20,99,Kolkata,46
HR Manager,Corporate,Active,Moderate,79592,MBA,3,1857,2033,23,34,Mumbai,52
Software Engineer,Technology,Active,High,133462,Bachelor,3,1848,2664,70,46,Bengaluru,38
AI Engineer,Technology,Active,High,143133,Master,5,9353,13031,85,22,Kolkata,28
Graphic Designer,Media,Active,Moderate,60996,Bachelor,5,2012,2436,53,29,Delhi,28
Data Scientist,Technology,Active,High,125450,Master,5,534,989,97,18,Ahmedabad,18
AI Engineer,Technology,Active,High,143561,Master,3,1035,1405,59,18,Delhi,8
Accountant,Finance,Active,Moderate,66197,Bachelor,2,14321,15124,38,73,Pune,88
Nurse,Healthcare,Stable,Low,85228,Bachelor,4,11733,23063,23,16,Pune,44
Nurse,Healthcare,Stable,Low,79919,Bachelor,2,9871,13425,49,15,Mumbai,49
Data Scientist,Technology,Active,High,115480,Master,7,3206,4363,59,8,Chennai,40
Cashier,Retail,Declining,Moderate,25067,High School,0,2137,1548,30,91,Bengaluru,31
Doctor,Healthcare,Stable,Low,182387,Doctorate,8,1849,1327,34,19,Bengaluru,25
Doctor,Healthcare,Stable,Low,184587,Doctorate,6,503,585,40,6,Hyderabad,35
Mechanical Engineer,Manufacturing,Stable,Moderate,76741,Bachelor,3,3284,3261,20,49,Kolkata,19
HR Manager,Corporate,Active,Moderate,85761,MBA,7,8534,10923,47,31,Mumbai,72
Accountant,Finance,Active,Moderate,69566,Bachelor,4,10221,11282,38,72,Chennai,79
Doctor,Healthcare,Stable,Low,176504,Doctorate,5,14210,12025,0,15,Jaipur,56
Software Engineer,Technology,Active,High,135061,Bachelor,1,14128,19896,56,32,Noida,39
Accountant,Finance,Active,Moderate,76914,Bachelor,2,2771,2031,42,83,Mumbai,46
Graphic Designer,Media,Active,Moderate,61265,Bachelor,4,10431,15818,30,42,Chennai,32
AI Engineer,Technology,Active,High,116894,Master,3,11042,11026,49,21,Jaipur,69
Software Engineer,Technology,Active,High,107986,Bachelor,3,8633,7711,76,41,Noida,48
Cybersecurity Analyst,Technology,Active,Moderate,103901,Bachelor,2,11789,17132,70,36,Chennai,17
Data Scientist,Technology,Active,High,94702,Master,1,6945,13600,100,18,Pune,39
Nurse,Healthcare,Stable,Low,84430,Bachelor,4,3167,4568,30,8,Ahmedabad,68
Mechanical Engineer,Manufacturing,Stable,Moderate,97071,Bachelor,3,7913,8173,45,33,Pune,47
Teacher,Education,Stable,Low,54498,Master,7,5520,8127,14,20,Chennai,50
Nurse,Healthcare,Stable,Low,86272,Bachelor,3,12061,12172,29,1,Kolkata,55
Customer Support Executive,Services,Declining,Moderate,44511,Bachelor,3,13721,15105,55,82,Hyderabad,43
Mechanical Engineer,Manufacturing,Stable,Moderate,89749,Bachelor,1,14379,11483,13,42,Chennai,73
Nurse,Healthcare,Stable,Low,92432,Bachelor,2,5851,9176,44,6,Hyderabad,57
Cybersecurity Analyst,Technology,Active,Moderate,98206,Bachelor,2,8057,11064,52,32,Delhi,61
Factory Worker,Manufacturing,Declining,High,47756,High School,1,3043,2499,35,82,Bengaluru,32
Software Engineer,Technology,Active,High,110591,Bachelor,0,1462,2673,100,45,Noida,22
Research Scientist,Research,Active,Low,135956,Doctorate,8,2428,2614,8,18,Delhi,17
Software Engineer,Technology,Active,High,101240,Bachelor,4,7855,14192,49,33,Delhi,45
AI Engineer,Technology,Active,High,154346,Master,3,12341,19350,53,11,Mumbai,56
Accountant,Finance,Active,Moderate,68346,Bachelor,2,13121,15652,53,68,Pune,5
Factory Worker,Manufacturing,Declining,High,46399,High School,4,5742,4643,43,74,Noida,46
Cybersecurity Analyst,Technology,Active,Moderate,117225,Bachelor,5,12274,15620,79,28,Ahmedabad,49
Customer Support Executive,Services,Declining,Moderate,28377,Bachelor,4,7215,6933,53,84,Mumbai,60
Research Scientist,Research,Active,Low,141599,Doctorate,8,11056,12324,58,6,Jaipur,46
Factory Worker,Manufacturing,Declining,High,41755,High School,1,10128,12629,61,96,Chennai,53
Research Scientist,Research,Active,Low,151575,Doctorate,7,12118,22706,18,14,Hyderabad,22
Research Scientist,Research,Active,Low,105947,Doctorate,8,8253,15231,21,7,Bengaluru,22
Cashier,Retail,Declining,Moderate,26706,High School,0,3064,3050,40,94,Kolkata,71
Cybersecurity Analyst,Technology,Active,Moderate,98594,Bachelor,4,6153,10529,78,33,Mumbai,16
Data Scientist,Technology,Active,High,102319,Master,4,1014,1897,82,23,Chennai,31
Customer Support Executive,Services,Declining,Moderate,45485,Bachelor,2,3556,2550,25,87,Ahmedabad,62
Graphic Designer,Media,Active,Moderate,76982,Bachelor,5,11286,17663,27,44,Kolkata,30
Mechanical Engineer,Manufacturing,Stable,Moderate,99376,Bachelor,3,12118,13781,62,37,Pune,13
Graphic Designer,Media,Active,Moderate,64776,Bachelor,5,2677,4002,58,44,Pune,8
Factory Worker,Manufacturing,Declining,High,50344,High School,0,12089,8998,47,95,Kolkata,32
Nurse,Healthcare,Stable,Low,75037,Bachelor,4,5657,9944,46,9,Noida,47
HR Manager,Corporate,Active,Moderate,106225,MBA,4,11966,10293,39,35,Delhi,25
Data Scientist,Technology,Active,High,91621,Master,4,14740,18701,91,20,Delhi,14
